"id","name","name_unac","state"
"5220702","Sítio d'Abadia","Sitio d'Abadia","GO"
"5221007","Taquaral de Goiás","Taquaral de Goias","GO"
"5221080","Teresina de Goiás","Teresina de Goias","GO"
"5221197","Terezópolis de Goiás","Terezopolis de Goias","GO"
"5221304","Três Ranchos","Tres Ranchos","GO"
"5221403","Trindade","Trindade","GO"
"5221452","Trombas","Trombas","GO"
"5221502","Turvânia","Turvania","GO"
"5221551","Turvelândia","Turvelandia","GO"
"5221577","Uirapuru","Uirapuru","GO"
"5221601","Uruaçu","Uruacu","GO"
"5221700","Uruana","Uruana","GO"
"5221809","Urutaí","Urutai","GO"
"5221858","Valparaíso de Goiás","Valparaiso de Goias","GO"
"5221908","Varjão","Varjao","GO"
"5222005","Vianópolis","Vianopolis","GO"
"5222054","Vicentinópolis","Vicentinopolis","GO"
"5222203","Vila Boa","Vila Boa","GO"
"5222302","Vila Propício","Vila Propicio","GO"
"2100055","Açailândia","Acailandia","MA"
"2100105","Afonso Cunha","Afonso Cunha","MA"
"2100154","Água Doce do Maranhão","Agua Doce do Maranhao","MA"
"2100204","Alcântara","Alcantara","MA"
"2100303","Aldeias Altas","Aldeias Altas","MA"
"2100402","Altamira do Maranhão","Altamira do Maranhao","MA"
"2100436","Alto Alegre do Maranhão","Alto Alegre do Maranhao","MA"
"2100477","Alto Alegre do Pindaré","Alto Alegre do Pindare","MA"
"2100501","Alto Parnaíba","Alto Parnaiba","MA"
"2100550","Amapá do Maranhão","Amapa do Maranhao","MA"
"2100600","Amarante do Maranhão","Amarante do Maranhao","MA"
"2100709","Anajatuba","Anajatuba","MA"
"2100808","Anapurus","Anapurus","MA"
"2100832","Apicum-Açu","Apicum-Acu","MA"
"2100873","Araguanã","Araguana","MA"
"2100907","Araioses","Araioses","MA"
"2100956","Arame","Arame","MA"
"2101004","Arari","Arari","MA"
"2101103","Axixá","Axixa","MA"
"2101202","Bacabal","Bacabal","MA"
"2101251","Bacabeira","Bacabeira","MA"
"2101301","Bacuri","Bacuri","MA"
"2101350","Bacurituba","Bacurituba","MA"
"2101400","Balsas","Balsas","MA"
"2101509","Barão de Grajaú","Barao de Grajau","MA"
"2101608","Barra do Corda","Barra do Corda","MA"
"2101707","Barreirinhas","Barreirinhas","MA"
"2101731","Belágua","Belagua","MA"
"2101772","Bela Vista do Maranhão","Bela Vista do Maranhao","MA"
"2101806","Benedito Leite","Benedito Leite","MA"
"2101905","Bequimão","Bequimao","MA"
"2101939","Bernardo do Mearim","Bernardo do Mearim","MA"
"2101970","Boa Vista do Gurupi","Boa Vista do Gurupi","MA"
"2102002","Bom Jardim","Bom Jardim","MA"
"2102036","Bom Jesus das Selvas","Bom Jesus das Selvas","MA"
"2102077","Bom Lugar","Bom Lugar","MA"
"2102101","Brejo","Brejo","MA"
"2102150","Brejo de Areia","Brejo de Areia","MA"
"2102200","Buriti","Buriti","MA"
"2102309","Buriti Bravo","Buriti Bravo","MA"
"2102325","Buriticupu","Buriticupu","MA"
"2102358","Buritirana","Buritirana","MA"
"2102374","Cachoeira Grande","Cachoeira Grande","MA"
"2102408","Cajapió","Cajapio","MA"
"2102507","Cajari","Cajari","MA"
"2102556","Campestre do Maranhão","Campestre do Maranhao","MA"
"2102606","Cândido Mendes","Candido Mendes","MA"
"2102705","Cantanhede","Cantanhede","MA"
"2102754","Capinzal do Norte","Capinzal do Norte","MA"
"2102804","Carolina","Carolina","MA"
"2102903","Carutapera","Carutapera","MA"
"2103000","Caxias","Caxias","MA"
"2103109","Cedral","Cedral","MA"
"2103125","Central do Maranhão","Central do Maranhao","MA"
"2103158","Centro do Guilherme","Centro do Guilherme","MA"
"2103174","Centro Novo do Maranhão","Centro Novo do Maranhao","MA"
"2103208","Chapadinha","Chapadinha","MA"
"2103257","Cidelândia","Cidelandia","MA"
"2103307","Codó","Codo","MA"
"2103406","Coelho Neto","Coelho Neto","MA"
"2103505","Colinas","Colinas","MA"
"2103554","Conceição do Lago-Açu","Conceicao do Lago-Acu","MA"
"2103604","Coroatá","Coroata","MA"
"2103703","Cururupu","Cururupu","MA"
"2103752","Davinópolis","Davinopolis","MA"
"2103802","Dom Pedro","Dom Pedro","MA"
"2103901","Duque Bacelar","Duque Bacelar","MA"
"2104008","Esperantinópolis","Esperantinopolis","MA"
"2104057","Estreito","Estreito","MA"
"2104073","Feira Nova do Maranhão","Feira Nova do Maranhao","MA"
"2104081","Fernando Falcão","Fernando Falcao","MA"
"2104099","Formosa da Serra Negra","Formosa da Serra Negra","MA"
"2104107","Fortaleza dos Nogueiras","Fortaleza dos Nogueiras","MA"
"2104206","Fortuna","Fortuna","MA"
"2104305","Godofredo Viana","Godofredo Viana","MA"
"2104404","Gonçalves Dias","Goncalves Dias","MA"
"2104503","Governador Archer","Governador Archer","MA"
"2104552","Governador Edison Lobão","Governador Edison Lobao","MA"
"2104602","Governador Eugênio Barros","Governador Eugenio Barros","MA"
"2104628","Governador Luiz Rocha","Governador Luiz Rocha","MA"
"2104651","Governador Newton Bello","Governador Newton Bello","MA"
"2104677","Governador Nunes Freire","Governador Nunes Freire","MA"
"2104701","Graça Aranha","Graca Aranha","MA"
"2104800","Grajaú","Grajau","MA"
"2104909","Guimarães","Guimaraes","MA"
"2105005","Humberto de Campos","Humberto de Campos","MA"
"2105104","Icatu","Icatu","MA"
"2105153","Igarapé do Meio","Igarape do Meio","MA"
"2105203","Igarapé Grande","Igarape Grande","MA"
"2105302","Imperatriz","Imperatriz","MA"
"2105351","Itaipava do Grajaú","Itaipava do Grajau","MA"
"2105401","Itapecuru Mirim","Itapecuru Mirim","MA"
"2105427","Itinga do Maranhão","Itinga do Maranhao","MA"
"2105450","Jatobá","Jatoba","MA"
"2105476","Jenipapo dos Vieiras","Jenipapo dos Vieiras","MA"
"2105500","João Lisboa","Joao Lisboa","MA"
"2105609","Joselândia","Joselandia","MA"
"2105658","Junco do Maranhão","Junco do Maranhao","MA"
"2105708","Lago da Pedra","Lago da Pedra","MA"
"2105807","Lago do Junco","Lago do Junco","MA"
"2105906","Lago Verde","Lago Verde","MA"
"2105922","Lagoa do Mato","Lagoa do Mato","MA"
"2105948","Lago dos Rodrigues","Lago dos Rodrigues","MA"
"2105963","Lagoa Grande do Maranhão","Lagoa Grande do Maranhao","MA"
"2105989","Lajeado Novo","Lajeado Novo","MA"
"2106003","Lima Campos","Lima Campos","MA"
"2106102","Loreto","Loreto","MA"
"2106201","Luís Domingues","Luis Domingues","MA"
"2106300","Magalhães de Almeida","Magalhaes de Almeida","MA"
"2106326","Maracaçumé","Maracacume","MA"
"2106359","Marajá do Sena","Maraja do Sena","MA"
"2106375","Maranhãozinho","Maranhaozinho","MA"
"2106409","Mata Roma","Mata Roma","MA"
"2106508","Matinha","Matinha","MA"
"2106607","Matões","Matoes","MA"
"2106631","Matões do Norte","Matoes do Norte","MA"
"2106672","Milagres do Maranhão","Milagres do Maranhao","MA"
"2106706","Mirador","Mirador","MA"
"2106755","Miranda do Norte","Miranda do Norte","MA"
"2106805","Mirinzal","Mirinzal","MA"
"2106904","Monção","Moncao","MA"
"2107001","Montes Altos","Montes Altos","MA"
"2107100","Morros","Morros","MA"
"2107209","Nina Rodrigues","Nina Rodrigues","MA"
"2107258","Nova Colinas","Nova Colinas","MA"
"2107308","Nova Iorque","Nova Iorque","MA"
"2107357","Nova Olinda do Maranhão","Nova Olinda do Maranhao","MA"
"2107407","Olho d'Água das Cunhãs","Olho d'Agua das Cunhas","MA"
"2107456","Olinda Nova do Maranhão","Olinda Nova do Maranhao","MA"
"2107506","Paço do Lumiar","Paco do Lumiar","MA"
"2107605","Palmeirândia","Palmeirandia","MA"
"2107704","Paraibano","Paraibano","MA"
"2107803","Parnarama","Parnarama","MA"
"2107902","Passagem Franca","Passagem Franca","MA"
"2108009","Pastos Bons","Pastos Bons","MA"
"2108058","Paulino Neves","Paulino Neves","MA"
"2108108","Paulo Ramos","Paulo Ramos","MA"
"2108207","Pedreiras","Pedreiras","MA"
"2108256","Pedro do Rosário","Pedro do Rosario","MA"
"2108306","Penalva","Penalva","MA"
"2108405","Peri Mirim","Peri Mirim","MA"
"2108454","Peritoró","Peritoro","MA"
"2108504","Pindaré-Mirim","Pindare-Mirim","MA"
"2108603","Pinheiro","Pinheiro","MA"
"2108702","Pio XII","Pio XII","MA"
"2108801","Pirapemas","Pirapemas","MA"
"2108900","Poção de Pedras","Pocao de Pedras","MA"
"2109007","Porto Franco","Porto Franco","MA"
"2109056","Porto Rico do Maranhão","Porto Rico do Maranhao","MA"
"2109106","Presidente Dutra","Presidente Dutra","MA"
"2109205","Presidente Juscelino","Presidente Juscelino","MA"
"2109239","Presidente Médici","Presidente Medici","MA"
"2109270","Presidente Sarney","Presidente Sarney","MA"
"2109304","Presidente Vargas","Presidente Vargas","MA"
"2109403","Primeira Cruz","Primeira Cruz","MA"
"2109452","Raposa","Raposa","MA"
"2109502","Riachão","Riachao","MA"
"2109551","Ribamar Fiquene","Ribamar Fiquene","MA"
"2109601","Rosário","Rosario","MA"
"2109700","Sambaíba","Sambaiba","MA"
"2109759","Santa Filomena do Maranhão","Santa Filomena do Maranhao","MA"
"2109809","Santa Helena","Santa Helena","MA"
"2109908","Santa Inês","Santa Ines","MA"
"2110005","Santa Luzia","Santa Luzia","MA"
"2110039","Santa Luzia do Paruá","Santa Luzia do Parua","MA"
"2110104","Santa Quitéria do Maranhão","Santa Quiteria do Maranhao","MA"
"2110203","Santa Rita","Santa Rita","MA"
"2110237","Santana do Maranhão","Santana do Maranhao","MA"
"2110278","Santo Amaro do Maranhão","Santo Amaro do Maranhao","MA"
"2110302","Santo Antônio dos Lopes","Santo Antonio dos Lopes","MA"
"2110401","São Benedito do Rio Preto","Sao Benedito do Rio Preto","MA"
"2110500","São Bento","Sao Bento","MA"
"2110609","São Bernardo","Sao Bernardo","MA"
"2110658","São Domingos do Azeitão","Sao Domingos do Azeitao","MA"
"2110708","São Domingos do Maranhão","Sao Domingos do Maranhao","MA"
"2110807","São Félix de Balsas","Sao Felix de Balsas","MA"
"2110856","São Francisco do Brejão","Sao Francisco do Brejao","MA"
"2110906","São Francisco do Maranhão","Sao Francisco do Maranhao","MA"
"2111003","São João Batista","Sao Joao Batista","MA"
"2111029","São João do Carú","Sao Joao do Caru","MA"
"2111052","São João do Paraíso","Sao Joao do Paraiso","MA"
"2111078","São João do Soter","Sao Joao do Soter","MA"
"2111102","São João dos Patos","Sao Joao dos Patos","MA"
"2111201","São José de Ribamar","Sao Jose de Ribamar","MA"
"2111250","São José dos Basílios","Sao Jose dos Basilios","MA"
"2111300","São Luís","Sao Luis","MA"
"2111409","São Luís Gonzaga do Maranhão","Sao Luis Gonzaga do Maranhao","MA"
"2111508","São Mateus do Maranhão","Sao Mateus do Maranhao","MA"
"2111532","São Pedro da Água Branca","Sao Pedro da Agua Branca","MA"
"2111573","São Pedro dos Crentes","Sao Pedro dos Crentes","MA"
"2111607","São Raimundo das Mangabeiras","Sao Raimundo das Mangabeiras","MA"
"2111631","São Raimundo do Doca Bezerra","Sao Raimundo do Doca Bezerra","MA"
"2111672","São Roberto","Sao Roberto","MA"
"2111706","São Vicente Ferrer","Sao Vicente Ferrer","MA"
"2111722","Satubinha","Satubinha","MA"
"2111748","Senador Alexandre Costa","Senador Alexandre Costa","MA"
"2111763","Senador La Rocque","Senador La Rocque","MA"
"2111789","Serrano do Maranhão","Serrano do Maranhao","MA"
"2111805","Sítio Novo","Sitio Novo","MA"
"2111904","Sucupira do Norte","Sucupira do Norte","MA"
"2111953","Sucupira do Riachão","Sucupira do Riachao","MA"
"2112001","Tasso Fragoso","Tasso Fragoso","MA"
"2112100","Timbiras","Timbiras","MA"
"2112209","Timon","Timon","MA"
"2112233","Trizidela do Vale","Trizidela do Vale","MA"
"2112274","Tufilândia","Tufilandia","MA"
"2112308","Tuntum","Tuntum","MA"
"2112407","Turiaçu","Turiacu","MA"
"2112456","Turilândia","Turilandia","MA"
"2112506","Tutóia","Tutoia","MA"
"2112605","Urbano Santos","Urbano Santos","MA"
"2112704","Vargem Grande","Vargem Grande","MA"
"2112803","Viana","Viana","MA"
"2112852","Vila Nova dos Martírios","Vila Nova dos Martirios","MA"
"2112902","Vitória do Mearim","Vitoria do Mearim","MA"
"2113009","Vitorino Freire","Vitorino Freire","MA"
"2114007","Zé Doca","Ze Doca","MA"
"3100104","Abadia dos Dourados","Abadia dos Dourados","MG"
"3100203","Abaeté","Abaete","MG"
"3100302","Abre Campo","Abre Campo","MG"
"3100401","Acaiaca","Acaiaca","MG"
"3100500","Açucena","Acucena","MG"
"3100609","Água Boa","Agua Boa","MG"
"3100708","Água Comprida","Agua Comprida","MG"
"3100807","Aguanil","Aguanil","MG"
"3100906","Águas Formosas","Aguas Formosas","MG"
"3101003","Águas Vermelhas","Aguas Vermelhas","MG"
"3101102","Aimorés","Aimores","MG"
"3101201","Aiuruoca","Aiuruoca","MG"
"3101300","Alagoa","Alagoa","MG"
"3101409","Albertina","Albertina","MG"
"3101508","Além Paraíba","Alem Paraiba","MG"
"3101607","Alfenas","Alfenas","MG"
"3101631","Alfredo Vasconcelos","Alfredo Vasconcelos","MG"
"3101706","Almenara","Almenara","MG"
"3101805","Alpercata","Alpercata","MG"
"3101904","Alpinópolis","Alpinopolis","MG"
"3102001","Alterosa","Alterosa","MG"
"3102050","Alto Caparaó","Alto Caparao","MG"
"3102100","Alto Rio Doce","Alto Rio Doce","MG"
"3102209","Alvarenga","Alvarenga","MG"
"3102308","Alvinópolis","Alvinopolis","MG"
"3102407","Alvorada de Minas","Alvorada de Minas","MG"
"3102506","Amparo do Serra","Amparo do Serra","MG"
"3102605","Andradas","Andradas","MG"
"3102704","Cachoeira de Pajeú","Cachoeira de Pajeu","MG"
"3102803","Andrelândia","Andrelandia","MG"
"3102852","Angelândia","Angelandia","MG"
"3102902","Antônio Carlos","Antonio Carlos","MG"
"3103009","Antônio Dias","Antonio Dias","MG"
"3103108","Antônio Prado de Minas","Antonio Prado de Minas","MG"
"3103207","Araçaí","Aracai","MG"
"3103306","Aracitaba","Aracitaba","MG"
"3103405","Araçuaí","Aracuai","MG"
"3103504","Araguari","Araguari","MG"
"3103603","Arantina","Arantina","MG"
"3103702","Araponga","Araponga","MG"
"3103751","Araporã","Arapora","MG"
"3103801","Arapuá","Arapua","MG"
"3103900","Araújos","Araujos","MG"
"3104007","Araxá","Araxa","MG"
"3104106","Arceburgo","Arceburgo","MG"
"3104205","Arcos","Arcos","MG"
"3104304","Areado","Areado","MG"
"3104403","Argirita","Argirita","MG"
"3104452","Aricanduva","Aricanduva","MG"
"3104502","Arinos","Arinos","MG"
"3104601","Astolfo Dutra","Astolfo Dutra","MG"
"3104700","Ataléia","Ataleia","MG"
"3104809","Augusto de Lima","Augusto de Lima","MG"
"3104908","Baependi","Baependi","MG"
"3105004","Baldim","Baldim","MG"
"3105103","Bambuí","Bambui","MG"
"3105202","Bandeira","Bandeira","MG"
"3105301","Bandeira do Sul","Bandeira do Sul","MG"
"3105400","Barão de Cocais","Barao de Cocais","MG"
"3105509","Barão de Monte Alto","Barao de Monte Alto","MG"
"3105608","Barbacena","Barbacena","MG"
"3105707","Barra Longa","Barra Longa","MG"
"3105905","Barroso","Barroso","MG"
"3106002","Bela Vista de Minas","Bela Vista de Minas","MG"
"3106101","Belmiro Braga","Belmiro Braga","MG"
"3106200","Belo Horizonte","Belo Horizonte","MG"
"3106309","Belo Oriente","Belo Oriente","MG"
"3106408","Belo Vale","Belo Vale","MG"
"3106507","Berilo","Berilo","MG"
"3106606","Bertópolis","Bertopolis","MG"
"3106655","Berizal","Berizal","MG"
"3106705","Betim","Betim","MG"
"3106804","Bias Fortes","Bias Fortes","MG"
"3106903","Bicas","Bicas","MG"
"3107000","Biquinhas","Biquinhas","MG"
"3107109","Boa Esperança","Boa Esperanca","MG"
"3107208","Bocaina de Minas","Bocaina de Minas","MG"
"3107307","Bocaiúva","Bocaiuva","MG"
"3107406","Bom Despacho","Bom Despacho","MG"
"3107505","Bom Jardim de Minas","Bom Jardim de Minas","MG"
"3107604","Bom Jesus da Penha","Bom Jesus da Penha","MG"
"3107703","Bom Jesus do Amparo","Bom Jesus do Amparo","MG"
"3107802","Bom Jesus do Galho","Bom Jesus do Galho","MG"
"3107901","Bom Repouso","Bom Repouso","MG"
"3108008","Bom Sucesso","Bom Sucesso","MG"
"3108107","Bonfim","Bonfim","MG"
"3108206","Bonfinópolis de Minas","Bonfinopolis de Minas","MG"
"3108255","Bonito de Minas","Bonito de Minas","MG"
"3108305","Borda da Mata","Borda da Mata","MG"
"3108404","Botelhos","Botelhos","MG"
"3108503","Botumirim","Botumirim","MG"
"3108552","Brasilândia de Minas","Brasilandia de Minas","MG"
"3108602","Brasília de Minas","Brasilia de Minas","MG"
"3108701","Brás Pires","Bras Pires","MG"
"3108800","Braúnas","Braunas","MG"
"3108909","Brazópolis","Brazopolis","MG"
"3109006","Brumadinho","Brumadinho","MG"
"3109105","Bueno Brandão","Bueno Brandao","MG"
"3109204","Buenópolis","Buenopolis","MG"
"3109253","Bugre","Bugre","MG"
"3109303","Buritis","Buritis","MG"
"3109402","Buritizeiro","Buritizeiro","MG"
"3109451","Cabeceira Grande","Cabeceira Grande","MG"
"3109501","Cabo Verde","Cabo Verde","MG"
"3109600","Cachoeira da Prata","Cachoeira da Prata","MG"
"3109709","Cachoeira de Minas","Cachoeira de Minas","MG"
"3109808","Cachoeira Dourada","Cachoeira Dourada","MG"
"3109907","Caetanópolis","Caetanopolis","MG"
"3110004","Caeté","Caete","MG"
"3110103","Caiana","Caiana","MG"
"3110202","Cajuri","Cajuri","MG"
"3110301","Caldas","Caldas","MG"
"3110400","Camacho","Camacho","MG"
"3110509","Camanducaia","Camanducaia","MG"
"3110608","Cambuí","Cambui","MG"
"3110707","Cambuquira","Cambuquira","MG"
"3110806","Campanário","Campanario","MG"
"3110905","Campanha","Campanha","MG"
"3111002","Campestre","Campestre","MG"
"3111101","Campina Verde","Campina Verde","MG"
"3111150","Campo Azul","Campo Azul","MG"
"3111200","Campo Belo","Campo Belo","MG"
"3111309","Campo do Meio","Campo do Meio","MG"
"3111408","Campo Florido","Campo Florido","MG"
"3111507","Campos Altos","Campos Altos","MG"
"3111606","Campos Gerais","Campos Gerais","MG"
"3111705","Canaã","Canaa","MG"
"3111804","Canápolis","Canapolis","MG"
"3111903","Cana Verde","Cana Verde","MG"
"3112000","Candeias","Candeias","MG"
"3112059","Cantagalo","Cantagalo","MG"
"3112109","Caparaó","Caparao","MG"
"3112208","Capela Nova","Capela Nova","MG"
"3112307","Capelinha","Capelinha","MG"
"3112406","Capetinga","Capetinga","MG"
"3112505","Capim Branco","Capim Branco","MG"
"3112604","Capinópolis","Capinopolis","MG"
"3112653","Capitão Andrade","Capitao Andrade","MG"
"3112703","Capitão Enéas","Capitao Eneas","MG"
"3112802","Capitólio","Capitolio","MG"
"3112901","Caputira","Caputira","MG"
"3113008","Caraí","Carai","MG"
"3113107","Caranaíba","Caranaiba","MG"
"3113206","Carandaí","Carandai","MG"
"3113305","Carangola","Carangola","MG"
"3113404","Caratinga","Caratinga","MG"
"3113503","Carbonita","Carbonita","MG"
"3113602","Careaçu","Careacu","MG"
"3113701","Carlos Chagas","Carlos Chagas","MG"
"3113800","Carmésia","Carmesia","MG"
"3113909","Carmo da Cachoeira","Carmo da Cachoeira","MG"
"3114006","Carmo da Mata","Carmo da Mata","MG"
"3114105","Carmo de Minas","Carmo de Minas","MG"
"3114204","Carmo do Cajuru","Carmo do Cajuru","MG"
"3114303","Carmo do Paranaíba","Carmo do Paranaiba","MG"
"3114402","Carmo do Rio Claro","Carmo do Rio Claro","MG"
"3114501","Carmópolis de Minas","Carmopolis de Minas","MG"
"3114550","Carneirinho","Carneirinho","MG"
"3114600","Carrancas","Carrancas","MG"
"3114709","Carvalhópolis","Carvalhopolis","MG"
"3114808","Carvalhos","Carvalhos","MG"
"3114907","Casa Grande","Casa Grande","MG"
"3115003","Cascalho Rico","Cascalho Rico","MG"
"3115102","Cássia","Cassia","MG"
"3115201","Conceição da Barra de Minas","Conceicao da Barra de Minas","MG"
"3115300","Cataguases","Cataguases","MG"
"3115359","Catas Altas","Catas Altas","MG"
"3115409","Catas Altas da Noruega","Catas Altas da Noruega","MG"
"3115458","Catuji","Catuji","MG"
"3115474","Catuti","Catuti","MG"
"3115508","Caxambu","Caxambu","MG"
"3115607","Cedro do Abaeté","Cedro do Abaete","MG"
"3115706","Central de Minas","Central de Minas","MG"
"3115805","Centralina","Centralina","MG"
"3115904","Chácara","Chacara","MG"
"3116001","Chalé","Chale","MG"
"3116100","Chapada do Norte","Chapada do Norte","MG"
"3116159","Chapada Gaúcha","Chapada Gaucha","MG"
"3116209","Chiador","Chiador","MG"
"3116308","Cipotânea","Cipotanea","MG"
"3116407","Claraval","Claraval","MG"
"3116506","Claro dos Poções","Claro dos Pocoes","MG"
"3116605","Cláudio","Claudio","MG"
"3116704","Coimbra","Coimbra","MG"
"3116803","Coluna","Coluna","MG"
"3116902","Comendador Gomes","Comendador Gomes","MG"
"3117009","Comercinho","Comercinho","MG"
"3117108","Conceição da Aparecida","Conceicao da Aparecida","MG"
"3117207","Conceição das Pedras","Conceicao das Pedras","MG"
"3117306","Conceição das Alagoas","Conceicao das Alagoas","MG"
"3117405","Conceição de Ipanema","Conceicao de Ipanema","MG"
"3117504","Conceição do Mato Dentro","Conceicao do Mato Dentro","MG"
"3117603","Conceição do Pará","Conceicao do Para","MG"
"3117702","Conceição do Rio Verde","Conceicao do Rio Verde","MG"
"3117801","Conceição dos Ouros","Conceicao dos Ouros","MG"
"3117836","Cônego Marinho","Conego Marinho","MG"
"3117876","Confins","Confins","MG"
"3117900","Congonhal","Congonhal","MG"
"3118007","Congonhas","Congonhas","MG"
"3118106","Congonhas do Norte","Congonhas do Norte","MG"
"3118205","Conquista","Conquista","MG"
"3118304","Conselheiro Lafaiete","Conselheiro Lafaiete","MG"
"3118403","Conselheiro Pena","Conselheiro Pena","MG"
"3118502","Consolação","Consolacao","MG"
"3118601","Contagem","Contagem","MG"
"3118700","Coqueiral","Coqueiral","MG"
"3118809","Coração de Jesus","Coracao de Jesus","MG"
"3118908","Cordisburgo","Cordisburgo","MG"
"3119005","Cordislândia","Cordislandia","MG"
"3119104","Corinto","Corinto","MG"
"3119203","Coroaci","Coroaci","MG"
"3119302","Coromandel","Coromandel","MG"
"3119401","Coronel Fabriciano","Coronel Fabriciano","MG"
"3119500","Coronel Murta","Coronel Murta","MG"
"3119609","Coronel Pacheco","Coronel Pacheco","MG"
"3119708","Coronel Xavier Chaves","Coronel Xavier Chaves","MG"
"3119807","Córrego Danta","Corrego Danta","MG"
"3119906","Córrego do Bom Jesus","Corrego do Bom Jesus","MG"
"3119955","Córrego Fundo","Corrego Fundo","MG"
"3120003","Córrego Novo","Corrego Novo","MG"
"3120102","Couto de Magalhães de Minas","Couto de Magalhaes de Minas","MG"
"3120151","Crisólita","Crisolita","MG"
"3120201","Cristais","Cristais","MG"
"3120300","Cristália","Cristalia","MG"
"3120409","Cristiano Otoni","Cristiano Otoni","MG"
"3120508","Cristina","Cristina","MG"
"3120607","Crucilândia","Crucilandia","MG"
"3120706","Cruzeiro da Fortaleza","Cruzeiro da Fortaleza","MG"
"3120805","Cruzília","Cruzilia","MG"
"3120839","Cuparaque","Cuparaque","MG"
"3120870","Curral de Dentro","Curral de Dentro","MG"
"3120904","Curvelo","Curvelo","MG"
"3121001","Datas","Datas","MG"
"3121100","Delfim Moreira","Delfim Moreira","MG"
"3121209","Delfinópolis","Delfinopolis","MG"
"3121258","Delta","Delta","MG"
"3121308","Descoberto","Descoberto","MG"
"3121407","Desterro de Entre Rios","Desterro de Entre Rios","MG"
"3121506","Desterro do Melo","Desterro do Melo","MG"
"3121605","Diamantina","Diamantina","MG"
"3121704","Diogo de Vasconcelos","Diogo de Vasconcelos","MG"
"3121803","Dionísio","Dionisio","MG"
"3121902","Divinésia","Divinesia","MG"
"3122009","Divino","Divino","MG"
"3122108","Divino das Laranjeiras","Divino das Laranjeiras","MG"
"3122207","Divinolândia de Minas","Divinolandia de Minas","MG"
"3122306","Divinópolis","Divinopolis","MG"
"3122355","Divisa Alegre","Divisa Alegre","MG"
"3122405","Divisa Nova","Divisa Nova","MG"
"3122454","Divisópolis","Divisopolis","MG"
"3122470","Dom Bosco","Dom Bosco","MG"
"3122504","Dom Cavati","Dom Cavati","MG"
"3122603","Dom Joaquim","Dom Joaquim","MG"
"3122702","Dom Silvério","Dom Silverio","MG"
"3122801","Dom Viçoso","Dom Vicoso","MG"
"3122900","Dona Euzébia","Dona Euzebia","MG"
"3123007","Dores de Campos","Dores de Campos","MG"
"3123106","Dores de Guanhães","Dores de Guanhaes","MG"
"3123205","Dores do Indaiá","Dores do Indaia","MG"
"3123304","Dores do Turvo","Dores do Turvo","MG"
"3123403","Doresópolis","Doresopolis","MG"
"3123502","Douradoquara","Douradoquara","MG"
"3123528","Durandé","Durande","MG"
"3123601","Elói Mendes","Eloi Mendes","MG"
"3123700","Engenheiro Caldas","Engenheiro Caldas","MG"
"3123809","Engenheiro Navarro","Engenheiro Navarro","MG"
"3123858","Entre Folhas","Entre Folhas","MG"
"3123908","Entre Rios de Minas","Entre Rios de Minas","MG"
"3124005","Ervália","Ervalia","MG"
"3124104","Esmeraldas","Esmeraldas","MG"
"3124203","Espera Feliz","Espera Feliz","MG"
"3124302","Espinosa","Espinosa","MG"
"3124401","Espírito Santo do Dourado","Espirito Santo do Dourado","MG"
"3124500","Estiva","Estiva","MG"
"3124609","Estrela Dalva","Estrela Dalva","MG"
"3124708","Estrela do Indaiá","Estrela do Indaia","MG"
"3124807","Estrela do Sul","Estrela do Sul","MG"
"3124906","Eugenópolis","Eugenopolis","MG"
"3125002","Ewbank da Câmara","Ewbank da Camara","MG"
"3125101","Extrema","Extrema","MG"
"3125200","Fama","Fama","MG"
"3125309","Faria Lemos","Faria Lemos","MG"
"3125408","Felício dos Santos","Felicio dos Santos","MG"
"3125507","São Gonçalo do Rio Preto","Sao Goncalo do Rio Preto","MG"
"3125606","Felisburgo","Felisburgo","MG"
"3125705","Felixlândia","Felixlandia","MG"
"3125804","Fernandes Tourinho","Fernandes Tourinho","MG"
"3125903","Ferros","Ferros","MG"
"3125952","Fervedouro","Fervedouro","MG"
"3126000","Florestal","Florestal","MG"
"3126109","Formiga","Formiga","MG"
"3126208","Formoso","Formoso","MG"
"3126307","Fortaleza de Minas","Fortaleza de Minas","MG"
"3126406","Fortuna de Minas","Fortuna de Minas","MG"
"3126505","Francisco Badaró","Francisco Badaro","MG"
"3126604","Francisco Dumont","Francisco Dumont","MG"
"3126703","Francisco Sá","Francisco Sa","MG"
"3126752","Franciscópolis","Franciscopolis","MG"
"3126802","Frei Gaspar","Frei Gaspar","MG"
"3126901","Frei Inocêncio","Frei Inocencio","MG"
"3126950","Frei Lagonegro","Frei Lagonegro","MG"
"3127008","Fronteira","Fronteira","MG"
"3127057","Fronteira dos Vales","Fronteira dos Vales","MG"
"3127073","Fruta de Leite","Fruta de Leite","MG"
"3127107","Frutal","Frutal","MG"
"3127206","Funilândia","Funilandia","MG"
"3127305","Galiléia","Galileia","MG"
"3127339","Gameleiras","Gameleiras","MG"
"3127354","Glaucilândia","Glaucilandia","MG"
"3127370","Goiabeira","Goiabeira","MG"
"3127388","Goianá","Goiana","MG"
"3127404","Gonçalves","Goncalves","MG"
"3127503","Gonzaga","Gonzaga","MG"
"3127602","Gouveia","Gouveia","MG"
"3127701","Governador Valadares","Governador Valadares","MG"
"3127800","Grão Mogol","Grao Mogol","MG"
"3127909","Grupiara","Grupiara","MG"
"3128006","Guanhães","Guanhaes","MG"
